Country,Happiness Rank,Ladder score,Economy,Social support,Health,Freedom,Trust,Generosity,Dystopia Residual,Year,Emoji,Population,Region,Latitude,Longitude
Chile,39,6.22849988937378,1.09699249267578,1.32328689098358,0.889260828495026,0.417482227087021,0.0628493502736092,0.155579000711441,2.28301286697388,2020,🤩,19300315.0,South America,-35.675147,-71.542969
Colombia,44,6.16340017318726,0.932203710079193,1.3344509601593,0.81002014875412,0.52689003944397,0.0458483695983887,0.0923740938305855,2.42165660858154,2020,🤩,50930662.0,South America,4.570868,-74.297333
Argentina,55,5.97469997406006,1.02846562862396,1.37254369258881,0.849773705005646,0.520840346813202,0.0604150593280792,0.0701004713773727,2.07254099845886,2020,😑,45376763.0,South America,-38.416097,-63.616672
Ecuador,58,5.92519998550415,0.853383600711823,1.22102761268616,0.838837742805481,0.555234551429749,0.0867533832788467,0.115006476640701,2.25493383407593,2020,😑,17588595.0,South America,-1.831239,-78.183406
Peru,63,5.79680013656616,0.918549180030823,1.2084059715271,0.824444174766541,0.51321005821228,0.0270326603204012,0.0916118174791336,2.21349954605103,2020,😑,33304756.0,South America,-9.189967,-75.015152
Bolivia,65,5.74749994277954,0.730976343154907,1.14235055446625,0.662445664405823,0.574464499950409,0.0729426369071007,0.138375073671341,2.42592859268188,2020,😑,11936162.0,South America,-16.290154,-63.588653
Paraguay,67,5.69210004806519,0.897990822792053,1.36819756031036,0.735869646072388,0.586510062217712,0.0650773793458939,0.204299241304398,1.83412528038025,2020,😑,6618695.0,South America,-23.442503,-58.443832
Venezuela,99,5.05319976806641,0.770238637924194,1.34854686260223,0.767025530338287,0.271717220544815,0.0636247768998146,0.0871791541576385,1.74484086036682,2020,😑,28490453.0,South America,6.42375,-66.58973
Zambia,137,4.073,0.528,0.552,0.231,0.487,0.074,0.227,1.975,2021,😡,19473125.0,Africa,-13.133897,27.849332
Cameroon,91,5.142,0.543,0.556,0.159,0.425,0.058,0.205,3.195,2021,😑,27198628.0,Africa,7.369722,12.354722
Senegal,92,5.132,0.518,0.558,0.357,0.381,0.088,0.158,3.071,2021,😑,16876720.0,Africa,14.497401,-14.452362
Egypt,132,4.283,0.954,0.647,0.426,0.446,0.092,0.069,1.648,2021,😡,109262178.0,Africa,26.820553,30.802498
Liberia,120,4.625,0.228,0.58,0.253,0.43,0.057,0.221,2.857,2021,😑,5193416.0,Africa,6.428055,-9.429499
Gabon,112,4.852,1.037,0.707,0.362,0.424,0.064,0.058,2.201,2021,😑,2341179.0,Africa,-0.803689,11.609444
Kenya,121,4.607,0.603,0.508,0.385,0.483,0.073,0.375,2.18,2021,😑,53005614.0,Africa,-0.023559,37.906193
Botswana,146,3.467,1.099,0.724,0.34,0.539,0.088,0.027,0.648,2021,😡,2588423.0,Africa,-22.328474,24.684866
Morocco,106,4.918,0.792,0.219,0.558,0.477,0.088,0.034,2.749,2021,😑,37076584.0,Africa,31.791702,-7.09262
Nigeria,116,4.759,0.663,0.625,0.051,0.433,0.039,0.212,2.736,2021,😑,213401323.0,Africa,9.081999,8.675277
Iran,118,4.721,1.03,0.557,0.561,0.275,0.144,0.33,1.823,2021,😑,87923432.0,Asia,32.427908,53.688046
Philippines,61,5.88,0.853,0.828,0.426,0.651,0.126,0.125,2.872,2021,😑,113880328.0,Asia,12.879721,121.774017
United Arab Emirates,25,6.561,1.555,0.86,0.594,0.67,0.223,0.236,2.422,2021,🤩,9365145.0,Asia,23.424076,53.847818
Malaysia,81,5.384,1.259,0.797,0.587,0.624,0.064,0.27,1.784,2021,😑,33573874.0,Asia,4.210484,101.975766
Bahrain,22,6.647,1.409,0.899,0.662,0.661,0.139,0.246,2.631,2021,🤩,1463265.0,Asia,25.930414,50.637772
Georgia,108,4.891,1.03,0.47,0.498,0.488,0.181,0.032,2.191,2021,😑,3708610.0,Asia,42.315407,43.356892
Japan,56,5.94,1.389,0.949,0.838,0.504,0.192,0.02,2.048,2021,😑,125681593.0,Asia,36.204824,138.252924
India,139,3.819,0.741,0.316,0.383,0.622,0.106,0.246,1.405,2021,😡,1407563842.0,Asia,20.593684,78.96288
Philippines,61,5.88,0.853,0.828,0.426,0.651,0.126,0.125,2.872,2021,😑,113880328.0,Asia,12.879721,121.774017
Hong Kong,77,5.477,1.525,0.841,0.893,0.408,0.342,0.232,1.236,2021,😑,7413100.0,Asia,22.396428,114.109497
Bulgaria,88,5.266,1.181,1.055,0.583,0.494,0.005,0.125,1.823,2021,😑,6877743.0,Europe,42.733883,25.48583
Hungary,53,5.992,1.301,1.083,0.615,0.454,0.04,0.067,2.432,2021,😑,9709891.0,Europe,47.162494,19.503304
Spain,27,6.491,1.375,1.057,0.826,0.462,0.124,0.135,2.513,2021,🤩,47415794.0,Europe,40.463667,-3.74922
Latvia,51,6.032,1.285,1.047,0.587,0.405,0.089,0.082,2.536,2021,🤩,1884490.0,Europe,56.879635,24.603189
Iceland,4,7.554,1.482,1.172,0.772,0.698,0.17,0.293,2.967,2021,🤩,372520.0,Europe,64.963051,-19.020835
Portugal,58,5.929,1.323,0.939,0.76,0.621,0.033,0.029,2.225,2021,😑,10361831.0,Europe,39.399872,-8.224454
Moldova,65,5.766,0.985,0.888,0.542,0.536,0.013,0.137,2.665,2021,😑,2595809.0,Europe,47.411631,28.369885
Belgium,20,6.834,1.463,0.998,0.747,0.489,0.187,0.088,2.862,2021,🤩,11586195.0,Europe,50.503887,4.469936
Kosovo,33,6.372,0.937,0.807,0.483,0.593,0.014,0.356,3.182,2021,🤩,1786038.0,Europe,42.602636,20.902977
Iceland,4,7.554,1.482,1.172,0.772,0.698,0.17,0.293,2.967,2021,🤩,372520.0,Europe,64.963051,-19.020835
Mexico,36,6.317,1.126,0.83,0.634,0.585,0.089,0.092,2.961,2021,🤩,126705138.0,North America,23.634501,-102.552784
El Salvador,49,6.061,0.845,0.675,0.565,0.615,0.16,0.116,3.085,2021,🤩,6314167.0,North America,13.794185,-88.89653
Costa Rica,16,7.069,1.134,0.966,0.722,0.673,0.083,0.105,3.387,2021,🤩,5153957.0,North America,9.748917,-83.753428
Panama,41,6.18,1.298,0.976,0.667,0.596,0.053,0.079,2.509,2021,🤩,4351267.0,North America,8.537981,-80.782127
Panama,41,6.18,1.298,0.976,0.667,0.596,0.053,0.079,2.509,2021,🤩,4351267.0,North America,8.537981,-80.782127
Canada,14,7.103,1.447,1.044,0.798,0.648,0.335,0.246,2.585,2021,🤩,38226498.0,North America,56.130366,-106.346771
Canada,14,7.103,1.447,1.044,0.798,0.648,0.335,0.246,2.585,2021,🤩,38226498.0,North America,56.130366,-106.346771
Canada,14,7.103,1.447,1.044,0.798,0.648,0.335,0.246,2.585,2021,🤩,38226498.0,North America,56.130366,-106.346771
El Salvador,49,6.061,0.845,0.675,0.565,0.615,0.16,0.116,3.085,2021,🤩,6314167.0,North America,13.794185,-88.89653
Guatemala,30,6.435,0.845,0.79,0.519,0.638,0.105,0.163,3.375,2021,🤩,17109746.0,North America,15.783471,-90.230759
New Zealand,9,7.277,1.4,1.094,0.785,0.665,0.445,0.276,2.612,2021,🤩,5111400.0,Oceania,-40.900557,174.885971
Australia,11,7.183,1.453,1.076,0.801,0.647,0.317,0.291,2.598,2021,🤩,25685412.0,Oceania,-25.274398,133.775136
Uruguay,31,6.431,1.164,1.042,0.649,0.625,0.223,0.128,2.6,2021,🤩,3426260.0,South America,-32.522779,-55.765835
Brazil,35,6.33,1.028,0.944,0.571,0.514,0.117,0.142,3.015,2021,🤩,214326223.0,South America,-14.235004,-51.92528
Chile,43,6.172,1.2,0.946,0.678,0.438,0.07,0.159,2.682,2021,🤩,19493184.0,South America,-35.675147,-71.542969
Colombia,52,6.012,1.021,0.866,0.615,0.554,0.063,0.1,2.794,2021,🤩,51516562.0,South America,4.570868,-74.297333
Argentina,57,5.929,1.162,0.98,0.646,0.544,0.067,0.069,2.461,2021,😑,45808747.0,South America,-38.416097,-63.616672
Peru,63,5.84,0.986,0.833,0.623,0.536,0.031,0.087,2.744,2021,😑,33715471.0,South America,-9.189967,-75.015152
Ecuador,66,5.764,0.935,0.806,0.64,0.56,0.062,0.107,2.653,2021,😑,17797737.0,South America,-1.831239,-78.183406
Bolivia,69,5.716,0.842,0.782,0.486,0.6,0.064,0.138,2.805,2021,😑,12079472.0,South America,-16.290154,-63.588653
Paraguay,71,5.653,0.983,0.97,0.549,0.602,0.037,0.206,2.306,2021,😑,6703799.0,South America,-23.442503,-58.443832
Venezuela,107,4.892,0.852,0.897,0.574,0.284,0.072,0.078,2.135,2021,😑,28199867.0,South America,6.42375,-66.58973
Burkina Faso,113,4.67,0.779,0.565,0.32,0.382,0.126,0.186,2.313,2022,😑,22673762.0,Africa,12.238333,-1.561593
Liberia,97,5.122,0.636,0.67,0.309,0.405,0.08,0.178,2.844,2022,😑,5302681.0,Africa,6.428055,-9.429499
Botswana,142,3.471,1.503,0.815,0.28,0.571,0.102,0.012,0.187,2022,😡,2630296.0,Africa,-22.328474,24.684866
Togo,135,4.112,0.771,0.322,0.36,0.292,0.132,0.174,2.061,2022,😡,8848699.0,Africa,8.619543,0.824782
Kenya,119,4.543,1.032,0.605,0.401,0.44,0.082,0.322,1.661,2022,😑,54027487.0,Africa,-0.023559,37.906193
Zimbabwe,144,2.995,0.947,0.69,0.27,0.329,0.105,0.106,0.548,2022,😡,16320537.0,Africa,-19.015438,29.154857
South Africa,91,5.194,1.425,1.088,0.361,0.442,0.046,0.089,1.742,2022,😑,59893885.0,Africa,-30.559482,22.937506
Tanzania,139,3.702,0.848,0.597,0.425,0.578,0.27,0.248,0.735,2022,😡,65497748.0,Africa,-6.369028,34.888822
Morocco,100,5.06,1.208,0.268,0.565,0.492,0.102,0.02,2.405,2022,😑,37457971.0,Africa,31.791702,-7.09262
Guinea,109,4.891,0.848,0.566,0.275,0.334,0.116,0.214,2.538,2022,😑,13859341.0,Africa,9.945587,-9.696645
Vietnam,77,5.485,1.252,0.932,0.611,0.707,0.105,0.143,1.735,2022,😑,98186856.0,Asia,14.058324,108.277199
Pakistan,121,4.516,1.049,0.413,0.374,0.448,0.112,0.181,1.94,2022,😑,235824862.0,Asia,30.375321,69.345116
Afghanistan,146,2.404,0.758,0.0,0.289,0.0,0.005,0.089,1.263,2022,😡,41128771.0,Asia,33.93911,67.709953
United Arab Emirates,24,6.576,1.998,0.98,0.633,0.702,0.25,0.204,1.809,2022,🤩,9441129.0,Asia,23.424076,53.847818
Bahrain,21,6.647,1.854,1.029,0.625,0.693,0.155,0.199,2.092,2022,🤩,1472233.0,Asia,25.930414,50.637772
Mongolia,68,5.761,1.393,1.197,0.467,0.398,0.059,0.247,1.999,2022,😑,3398366.0,Asia,46.862496,103.846656
Iran,110,4.888,1.41,0.741,0.642,0.281,0.146,0.241,1.427,2022,😑,88550570.0,Asia,32.427908,53.688046
Taiwan,26,6.512,1.897,1.095,0.733,0.542,0.168,0.075,2.002,2022,🤩,71697030.0,Asia,23.69781,120.960515
South Korea,59,5.935,1.851,0.886,0.841,0.414,0.176,0.111,1.656,2022,😑,26069416.0,Asia,35.907757,127.766922
Iraq,107,4.941,1.289,0.682,0.554,0.328,0.046,0.147,1.894,2022,😑,44496122.0,Asia,33.223191,43.679291
Czech Republic,18,6.92,1.815,1.26,0.715,0.66,0.048,0.158,2.263,2022,🤩,10672118.0,Europe,49.817492,15.472962
Cyprus,41,6.221,1.815,0.909,0.819,0.448,0.062,0.123,2.044,2022,🤩,1251488.0,Europe,35.126413,33.429859
Sweden,7,7.384,1.92,1.204,0.803,0.724,0.512,0.218,2.003,2022,🤩,10486941.0,Europe,60.128161,18.643501
Luxembourg,6,7.404,2.209,1.155,0.79,0.7,0.388,0.12,2.042,2022,🤩,653103.0,Europe,49.815273,6.129583
Luxembourg,6,7.404,2.209,1.155,0.79,0.7,0.388,0.12,2.042,2022,🤩,653103.0,Europe,49.815273,6.129583
Portugal,56,6.016,1.76,1.078,0.777,0.655,0.039,0.016,1.691,2022,🤩,10409704.0,Europe,39.399872,-8.224454
Germany,14,7.034,1.924,1.088,0.776,0.585,0.358,0.163,2.142,2022,🤩,83797985.0,Europe,51.165691,10.451526
Estonia,36,6.341,1.793,1.232,0.728,0.689,0.333,0.123,1.442,2022,🤩,1348840.0,Europe,58.595272,25.013607
Slovenia,22,6.63,1.81,1.249,0.769,0.685,0.115,0.118,1.885,2022,🤩,2111986.0,Europe,46.151241,14.995463
Austria,11,7.163,1.931,1.165,0.774,0.623,0.329,0.193,2.148,2022,🤩,9041851.0,Europe,47.516231,14.550072
Guatemala,39,6.262,1.274,0.831,0.522,0.662,0.115,0.112,2.746,2022,🤩,17357886.0,North America,15.783471,-90.230759
El Salvador,49,6.12,1.265,0.768,0.607,0.666,0.212,0.089,2.514,2022,🤩,6336392.0,North America,13.794185,-88.89653
Canada,15,7.025,1.886,1.188,0.783,0.659,0.368,0.217,1.924,2022,🤩,38929902.0,North America,56.130366,-106.346771
Dominican Republic,69,5.737,1.538,1.003,0.577,0.606,0.179,0.084,1.751,2022,😑,11228821.0,North America,18.735693,-70.162651
Guatemala,39,6.262,1.274,0.831,0.522,0.662,0.115,0.112,2.746,2022,🤩,17357886.0,North America,15.783471,-90.230759
Dominican Republic,69,5.737,1.538,1.003,0.577,0.606,0.179,0.084,1.751,2022,😑,11228821.0,North America,18.735693,-70.162651
El Salvador,49,6.12,1.265,0.768,0.607,0.666,0.212,0.089,2.514,2022,🤩,6336392.0,North America,13.794185,-88.89653
Costa Rica,23,6.582,1.584,1.054,0.744,0.661,0.102,0.089,2.346,2022,🤩,5180829.0,North America,9.748917,-83.753428
Nicaragua,45,6.165,1.105,1.029,0.617,0.617,0.212,0.168,2.418,2022,🤩,6948392.0,North America,12.865416,-85.207229
El Salvador,49,6.12,1.265,0.768,0.607,0.666,0.212,0.089,2.514,2022,🤩,6336392.0,North America,13.794185,-88.89653
New Zealand,10,7.2,1.852,1.235,0.752,0.68,0.483,0.245,1.954,2022,🤩,5124100.0,Oceania,-40.900557,174.885971
Australia,12,7.162,1.9,1.203,0.772,0.676,0.341,0.258,2.011,2022,🤩,26005540.0,Oceania,-25.274398,133.775136
Uruguay,30,6.474,1.615,1.18,0.672,0.665,0.265,0.103,1.974,2022,🤩,3422794.0,South America,-32.522779,-55.765835
Brazil,38,6.293,1.462,1.044,0.615,0.546,0.134,0.131,2.361,2022,🤩,215313498.0,South America,-14.235004,-51.92528
Chile,44,6.172,1.651,1.08,0.748,0.46,0.069,0.124,2.04,2022,🤩,19603733.0,South America,-35.675147,-71.542969
Argentina,57,5.967,1.592,1.102,0.662,0.555,0.085,0.081,1.891,2022,😑,46234830.0,South America,-38.416097,-63.616672
Colombia,66,5.781,1.452,0.929,0.72,0.545,0.077,0.087,1.971,2022,😑,51874024.0,South America,4.570868,-74.297333
Bolivia,71,5.6,1.256,0.88,0.555,0.627,0.064,0.112,2.107,2022,😑,12224110.0,South America,-16.290154,-63.588653
Paraguay,73,5.578,1.409,1.13,0.624,0.629,0.059,0.171,1.555,2022,😑,6780744.0,South America,-23.442503,-58.443832
Peru,74,5.559,1.397,0.865,0.735,0.545,0.037,0.09,1.89,2022,😑,34049588.0,South America,-9.189967,-75.015152
Ecuador,76,5.533,1.352,0.879,0.708,0.565,0.083,0.08,1.866,2022,😑,18001000.0,South America,-1.831239,-78.183406
Venezuela,108,4.925,0.0,0.968,0.578,0.283,0.082,0.225,2.79,2022,😑,28301696.0,South America,6.42375,-66.58973
Ghana,107,4.605,1.101,0.756,0.197,0.526,0.035,0.211,1.779,2023,😑,11337052.0,Africa,7.946527,-1.023194
Mali,120,4.198,0.763,0.637,0.106,0.441,0.059,0.121,2.07,2023,😡,1260138.0,Africa,17.570692,-3.996166
Tanzania,129,3.694,0.836,0.787,0.214,0.607,0.269,0.234,0.747,2023,😡,67438106.0,Africa,-6.369028,34.888822
Mauritania,103,4.724,1.099,0.764,0.244,0.32,0.195,0.13,1.973,2023,😑,740424.0,Africa,21.00789,-10.940835
Gabon,94,5.035,1.438,1.021,0.183,0.346,0.102,0.036,1.908,2023,😑,11724763.0,Africa,-0.803689,11.609444
Uganda,113,4.432,0.785,1.144,0.201,0.425,0.051,0.197,1.628,2023,😡,48582334.0,Africa,1.373333,32.290275
Senegal,102,4.855,0.943,0.727,0.231,0.519,0.06,0.142,2.234,2023,😑,63544.0,Africa,14.497401,-14.452362
Burkina Faso,104,4.638,0.768,0.814,0.107,0.419,0.113,0.188,2.23,2023,😑,71801279.0,Africa,12.238333,-1.561593
Niger,109,4.501,0.561,0.628,0.137,0.54,0.14,0.154,2.341,2023,😑,535064.0,Africa,17.607789,8.081666
Egypt,121,4.17,1.377,0.972,0.326,0.467,0.25,0.038,0.74,2023,😡,112716598.0,Africa,26.820553,30.802498
Sri Lanka,112,4.442,1.422,1.224,0.426,0.539,0.086,0.12,0.625,2023,😡,2773168.0,Asia,7.873054,80.771797
Afghanistan,137,1.859,0.645,0.0,0.087,0.0,0.059,0.093,0.976,2023,😡,339996563.0,Asia,33.93911,67.709953
Hong Kong,82,5.308,1.951,1.201,0.702,0.407,0.39,0.123,0.535,2023,😑,7491609.0,Asia,22.396428,114.109497
Bahrain,42,6.173,1.883,1.269,0.389,0.748,0.138,0.199,1.546,2023,🤩,64756584.0,Asia,25.930414,50.637772
Tajikistan,80,5.33,0.972,1.248,0.291,0.599,0.292,0.104,1.823,2023,😑,764.0,Asia,38.861034,71.276093
Jordan,123,4.12,1.292,0.98,0.438,0.517,0.173,0.056,0.663,2023,😡,5545475.0,Asia,30.585164,36.238414
South Korea,57,5.951,1.853,1.188,0.603,0.446,0.163,0.112,1.587,2023,😑,51784059.0,Asia,35.907757,127.766922
Nepal,78,5.36,0.979,1.027,0.281,0.567,0.104,0.215,2.187,2023,😑,395839.0,Asia,28.394857,84.124008
Sri Lanka,112,4.442,1.422,1.224,0.426,0.539,0.086,0.12,0.625,2023,😡,2773168.0,Asia,7.873054,80.771797
Romania,24,6.589,1.726,1.28,0.423,0.631,0.0,0.044,2.485,2023,🤩,94298.0,Asia,45.943161,24.96676
Croatia,48,6.125,1.727,1.455,0.475,0.5,0.003,0.087,1.88,2023,🤩,8791092.0,Europe,45.1,15.2
Poland,39,6.26,1.767,1.474,0.477,0.511,0.139,0.12,1.772,2023,🤩,180251.0,Europe,51.919438,19.145136
Kosovo,34,6.368,1.374,1.269,0.372,0.639,0.045,0.275,2.393,2023,🤩,1771065.0,Europe,42.602636,20.902977
Ukraine,92,5.071,1.358,1.354,0.355,0.551,0.016,0.265,1.172,2023,😑,36744634.0,Europe,48.379433,31.16558
Kosovo,34,6.368,1.374,1.269,0.372,0.639,0.045,0.275,2.393,2023,🤩,1771065.0,Europe,42.602636,20.902977
Hungary,51,6.041,1.754,1.519,0.435,0.501,0.065,0.105,1.663,2023,🤩,8796669.0,Europe,47.162494,19.503304
Slovakia,29,6.469,1.731,1.544,0.472,0.494,0.022,0.128,2.078,2023,🤩,5795199.0,Europe,48.669026,19.699024
Cyprus,46,6.13,1.824,1.224,0.58,0.455,0.05,0.104,1.893,2023,🤩,27202843.0,Europe,35.126413,33.429859
Bosnia and Herzegovina,71,5.633,1.467,1.361,0.429,0.485,0.008,0.247,1.635,2023,😑,58870762.0,Europe,43.915886,17.679076
Italy,33,6.405,1.832,1.365,0.559,0.438,0.063,0.097,2.052,2023,🤩,5742315.0,Europe,41.87194,12.56738
Panama,38,6.265,1.714,1.402,0.475,0.63,0.036,0.065,1.943,2023,🤩,292991.0,North America,8.537981,-80.782127
United States,15,6.894,1.98,1.46,0.39,0.557,0.172,0.21,2.124,2023,🤩,339996563.0,North America,37.09024,-95.712891
Dominican Republic,73,5.569,1.536,1.227,0.351,0.623,0.195,0.083,1.553,2023,😑,23251485.0,North America,18.735693,-70.162651
El Salvador,50,6.122,1.278,1.044,0.383,0.713,0.222,0.079,2.403,2023,🤩,47755.0,North America,13.794185,-88.89653
Mexico,36,6.33,1.55,1.169,0.389,0.632,0.115,0.086,2.389,2023,🤩,1485509.0,North America,23.634501,-102.552784
Costa Rica,23,6.609,1.587,1.34,0.503,0.683,0.116,0.099,2.281,2023,🤩,30896590.0,North America,9.748917,-83.753428
United States,15,6.894,1.98,1.46,0.39,0.557,0.172,0.21,2.124,2023,🤩,339996563.0,North America,37.09024,-95.712891
Canada,13,6.961,1.881,1.484,0.541,0.656,0.364,0.218,1.815,2023,🤩,42239854.0,North America,56.130366,-106.346771
Honduras,53,6.023,1.115,1.072,0.341,0.613,0.062,0.189,2.631,2023,🤩,9174520.0,North America,15.199999,-86.241905
Nicaragua,40,6.259,1.109,1.292,0.385,0.66,0.218,0.148,2.448,2023,🤩,452524.0,North America,12.865416,-85.207229
New Zealand,10,7.123,1.842,1.544,0.513,0.672,0.471,0.23,1.852,2023,🤩,366981.0,Oceania,-40.900557,174.885971
Australia,12,7.095,1.899,1.497,0.532,0.677,0.31,0.242,1.938,2023,🤩,112716598.0,Oceania,-25.274398,133.775136
Uruguay,28,6.494,1.617,1.445,0.435,0.683,0.254,0.102,1.958,2023,🤩,3423108.0,South America,-32.522779,-55.765835
Chile,35,6.334,1.645,1.384,0.511,0.546,0.076,0.131,2.04,2023,🤩,36744634.0,South America,-35.675147,-71.542969
Brazil,49,6.125,1.454,1.25,0.387,0.558,0.137,0.131,2.205,2023,🤩,48582334.0,South America,-14.235004,-51.92528
Argentina,52,6.024,1.59,1.388,0.427,0.587,0.082,0.088,1.861,2023,🤩,126527060.0,South America,-38.416097,-63.616672
Paraguay,66,5.738,1.428,1.427,0.392,0.678,0.062,0.148,1.604,2023,😑,111802.0,South America,-23.442503,-58.443832
Bolivia,69,5.684,1.24,1.187,0.329,0.648,0.06,0.103,2.118,2023,😑,51784059.0,South America,-16.290154,-63.588653
Colombia,72,5.63,1.455,1.213,0.486,0.562,0.068,0.08,1.765,2023,😑,34121985.0,South America,4.570868,-74.297333
Ecuador,74,5.559,1.343,1.173,0.476,0.56,0.069,0.079,1.86,2023,😑,18278568.0,South America,-1.831239,-78.183406
Peru,75,5.526,1.39,1.153,0.499,0.549,0.027,0.073,1.835,2023,😑,281995.0,South America,-9.189967,-75.015152
Venezuela,88,5.211,0.0,1.257,0.341,0.369,0.084,0.205,2.955,2023,😑,28838499.0,South America,6.42375,-66.58973
Tanzania,131,3.781,0.82,0.706,0.38,0.709,0.257,0.191,0.717,2024,😡,69102946.0,Africa,-6.369028,34.888822
Tanzania,131,3.781,0.82,0.706,0.38,0.709,0.257,0.191,0.717,2024,😡,69102946.0,Africa,-6.369028,34.888822
Nigeria,102,4.881,1.042,1.075,0.256,0.566,0.019,0.201,1.722,2024,😑,518386.0,Africa,9.081999,8.675277
Liberia,121,4.269,0.619,0.673,0.301,0.546,0.075,0.178,1.878,2024,😡,3806664.0,Africa,6.428055,-9.429499
Guinea,97,5.023,0.831,0.622,0.236,0.521,0.107,0.21,2.497,2024,😑,11178083.0,Africa,9.945587,-9.696645
Togo,124,4.214,0.758,0.586,0.32,0.453,0.156,0.127,1.814,2024,😡,1935.0,Africa,8.619543,0.824782
Gabon,95,5.106,1.403,1.038,0.344,0.516,0.1,0.045,1.66,2024,😑,11844556.0,Africa,-0.803689,11.609444
Botswana,137,3.383,1.445,0.969,0.241,0.567,0.082,0.014,0.066,2024,😡,46174873.0,Africa,-22.328474,24.684866
Tanzania,131,3.781,0.82,0.706,0.38,0.709,0.257,0.191,0.717,2024,😡,69102946.0,Africa,-6.369028,34.888822
Niger,109,4.556,0.573,0.677,0.293,0.615,0.147,0.145,2.107,2024,😑,536241.0,Africa,17.607789,8.081666
Bahrain,62,5.959,1.0528089683724,1.05360168786167,0.57817194512132,0.466550252004442,0.134305440831392,0.191616229732276,1.99370260238648,2024,😑,64862353.0,Asia,25.930414,50.637772
Turkey,98,4.975,1.702,1.175,0.631,0.202,0.115,0.068,1.083,2024,😑,86190999.0,Asia,38.963745,35.243322
Taiwan,31,6.503,1.842,1.346,0.65,0.649,0.202,0.068,1.747,2024,🤩,23946219.0,Asia,23.69781,120.960515
Cambodia,119,4.341,1.011,1.019,0.442,0.863,0.071,0.17,0.765,2024,😡,5241220.0,Asia,12.565679,104.990963
United Arab Emirates,22,6.733,1.983,1.164,0.563,0.815,0.258,0.209,1.741,2024,🤩,144032490.0,Asia,23.424076,53.847818
Cambodia,119,4.341,1.011,1.019,0.442,0.863,0.071,0.17,0.765,2024,😡,5241220.0,Asia,12.565679,104.990963
India,126,4.054,1.166,0.653,0.417,0.767,0.122,0.174,0.756,2024,😡,6627105.0,Asia,20.593684,78.96288
Kazakhstan,49,6.188,1.622,1.457,0.556,0.733,0.12,0.149,1.551,2024,🤩,5507985.0,Asia,48.019573,66.923684
China,60,5.973,1.497,1.239,0.629,0.704,0.164,0.132,1.608,2024,😑,37625845.0,Asia,35.86166,104.195397
Kazakhstan,49,6.188,1.622,1.457,0.556,0.733,0.12,0.149,1.551,2024,🤩,5507985.0,Asia,48.019573,66.923684
Greece,64,5.934,1.684,1.276,0.696,0.337,0.093,0.018,1.83,2024,😑,10502735.0,Europe,39.074208,21.824312
Lithuania,19,6.818,1.766,1.454,0.598,0.533,0.116,0.044,2.307,2024,🤩,2712702.0,Europe,55.169438,23.881275
Malta,40,6.346,1.827,1.444,0.707,0.727,0.125,0.25,1.267,2024,🤩,1220077.0,Europe,35.937496,14.375416
Slovakia,45,6.257,1.706,1.54,0.638,0.566,0.058,0.096,1.653,2024,🤩,5715317.0,Europe,48.669026,19.699024
Latvia,46,6.234,1.7,1.508,0.564,0.666,0.078,0.127,1.59,2024,🤩,2638813.0,Europe,56.879635,24.603189
Malta,40,6.346,1.827,1.444,0.707,0.727,0.125,0.25,1.267,2024,🤩,1220077.0,Europe,35.937496,14.375416
Moldova,71,5.816,1.385,1.277,0.542,0.695,0.044,0.077,1.795,2024,😑,3343849.0,Europe,47.411631,28.369885
Iceland,3,7.525,1.881,1.617,0.718,0.819,0.182,0.258,2.05,2024,🤩,6046716.0,Europe,64.963051,-19.020835
Netherlands,6,7.319,1.901,1.462,0.706,0.725,0.372,0.247,1.906,2024,🤩,415657.0,Europe,52.132633,5.291266
Ireland,17,6.838,2.129,1.39,0.7,0.758,0.418,0.205,1.239,2024,🤩,6585586.0,Europe,53.41291,-8.24389
Panama,39,6.358,1.702,1.392,0.633,0.72,0.043,0.063,1.806,2024,🤩,295467.0,North America,8.537981,-80.782127
United States,23,6.725,1.939,1.392,0.542,0.586,0.169,0.223,1.873,2024,🤩,341529256.0,North America,37.09024,-95.712891
Dominican Republic,69,5.823,1.517,1.272,0.511,0.73,0.196,0.086,1.512,2024,😑,23746358.0,North America,18.735693,-70.162651
Nicaragua,43,6.284,1.097,1.263,0.542,0.793,0.251,0.133,2.203,2024,🤩,455359.0,North America,12.865416,-85.207229
Guatemala,42,6.287,1.26,1.169,0.467,0.735,0.078,0.105,2.473,2024,🤩,10308713.0,North America,15.783471,-90.230759
United States,23,6.725,1.939,1.392,0.542,0.586,0.169,0.223,1.873,2024,🤩,341529256.0,North America,37.09024,-95.712891
Canada,15,6.9,1.84,1.459,0.701,0.73,0.368,0.23,1.572,2024,🤩,43192662.0,North America,56.130366,-106.346771
Mexico,25,6.678,1.521,1.241,0.544,0.722,0.127,0.086,2.437,2024,🤩,1496714.0,North America,23.634501,-102.552784
Jamaica,67,5.842,1.28,1.324,0.567,0.647,0.028,0.089,1.907,2024,😑,5715317.0,North America,18.109581,-77.297508
Panama,39,6.358,1.702,1.392,0.633,0.72,0.043,0.063,1.806,2024,🤩,295467.0,North America,8.537981,-80.782127
Australia,10,7.057,1.854,1.461,0.692,0.756,0.323,0.225,1.745,2024,🤩,114200087.0,Oceania,-25.274398,133.775136
